e1911_v77_gq2000_a41_6628_v20,5
ZH621,2
AM734AC+,1
G9C_LX,7
CF200,2
An_Chuang_ZTE_V880,1
MZ82_MID,22
HN9,1
SAMSUNG-SGH-I537,15
i9988_custom,1
SAMSUNG-SGH-I827,1
CONOR_WG200,7
Idea_Zeal,1
02_jbla78,3
X5.A31,1
OKA15+,7
KF012,1
MOFUT_F68TD,2
M009S_EPAD,1
GO_S2,13
GT-7000,98
U9(F-16G),1
V690,9
MALATA_TD80,1
C135,1
YFZ-EPHONE_A8,2
Cintiq_Companion_Hybrid_13HD,1
RMD_HD111,1
SBM103SH,1
BAIYU_TD-B808,2
PG06100,6
lepad_001b,163
CT168,6
ChanghongW8,1
1IUNzi,1
HTC_T328+,1
GFIVE_F500,7
lepad_001n,127
M909+A,11
MX12-AH,1
SM-n9002,1
TIANYU-3G,4
XPERIA_U,1
i1258_jinxun_p1,2
monga-M6,1
T59,1
Novo10Hero,5
e1911_v77_jbaol_g20,1
HTC_T328W,1
A7_ART,7
nuoyaxin_a700,3
zoye,6
L336,13
LEISA_QCH_A_6,1
G70/G71,1
Z19,1
HS-T968,6
BM88A,2
VLAND.FX400,5
GHONG_T618,13
SHV-E20K,1
GT-I9920,4
Andro_A401,1
SHV-E20L,2
HTC_T328t,36825
MID-9707Q,2
HTC_T328w,1245
TAB307,7
S5.A31,2
U8812D,23
acer_liquid,1
n880,3
HTC_T328d,697
LT18i_Jessica_Special_Edition,1
HC729,1
N916,5
Hualu_S9100S,28
D68,1
ASK_SP338_,1
HP588,3
ARIES_7o,1
GSmart_GS202+,11
SAMSUNG_GT_I9508,1
X990,2
Parxu_A7,2
thl_T100,5
Coolpad-5213,1
T55,4
????,1
3G_NOTE,2
mtk89_wet_jb2,1
HTC_Desire_300,8
A10-MID,19
p3100,1
E789A,6
NJN81,4
coolpad,18
M760,1
HuaweiG610?6H,1
conceptech,1
Tablet_PC,7
HTC_S720e,924
HuaWei,14
KTAB7,1
IPH-600,4
Lephone_T525,33
IHD858,5
AMOI_N890,134
GT-P6800,1378
U30GT-MS,5
180,15
ZTE_Blade_G,1
HTC_S720t,268
CROSS_A5,1
GT-P6200,1169
Firefly_II_V47/989,2
ZP908,37
BLU_DASH_4.0,1
V8-A,1
Lenovo_K2,16
HUAWEI_IDEOS_U8650,31
ChanghongV11t,10
IdeaTab_A3000-F,4
epade_S5_,3
ZTE_V991,1
V8-C,2
Q7plus-mini,1
EBEST_W66A,4
MY002-A,5
RDA_SmartPhone,1
Intki_E96?,35
d,1
F600,1
TD999,14
VLAND-EX405,6
F606,2
Coolpad_8020,3
U-81-B,6
meizu_m9,12
P01,4
HTC_DLX_U,2
L6,1
Q7PRO-IPS,4
US920,3
GO_Live_Dual_Core,3
U-200,1
Chenovo_M2,6
Chenovo_M3,4
?aCK111,3
TC-DCYD07,2
MT620,23
DAXIAN_F758,13
Z13,1
CCIT_A711G,1
SPX-12,1
rk31sdk,50
3G_NOTE_GRACE,3
TRUE_BEYOND_4G,1
LS_N9,3
v89_jbl1a668,20
AOLE_828X,2
H9500S,7
HUAWEI?6H,4
It-319c,6
H120,6
ª™Œ™MATE,1
IUSAI_i502,1
ZT-283_C93_H6_1f,1
EBEST_T6,2
ELIYA_S968,11
M838,2
Z500,12
voyo_X6,28
MPY33__,1
SC-03D,21
XTAB,1
M3_Enjoy_TV_Box,1
SCH-I939,1495
SH-02D,1
SH-02E,28
HTC_Incredible_S_S710e,2
S19-2,1
L5,3
LG_E2,1
SAMSUNG_T100,1
KYY21,1
w?A100,4
pado_p10IIHD,6
H9500+,4
kubao-Z450,3
S843D,1
domod_G30,4
Q09_07,1
WP-G3A,5
QJB-A88,3
?u_G520,1
DM009SH,1
TP-799,10
Lenovo_B8080-HV,1
ASK142SP,1
BLUEBO_l300,1
SMB-1002-3G,1
M705VWBC,5
P3100,32
K-Touch_S5_?1E,10
Coolpad_5891,958
Coolpad_5890,1662
GO_N1,157
EM744,1
A70/C7000_For_AT&T,1
BEE2A,1
LM-X12,15
W770,4
GOCAN_Q7,4
W9260B,15
sop,5
B15,2
B12,1
S701_Super,3
B10,1
B11,1
DAXIAN-DK370,2
W9260D,2
HS-E820,82
Philips_W632,15
i-mobile_IQ_5.1A,1
Philips_W635,20
N90`Windows_8_Go_to_http_//weibo.com/ganwenchen,1
K1104,1
Galaxy_Trend,1
X7T,5
GOOPHONE_i5C,1
SH330T(Yiliao),6
LR-T785A,1
D70GT,2
TABLO,1
AVEO_X7,1
gemei_K9,2
gemei_K8,4
GOOPHONE_i5S,1
5860,80
Tablet_DL_1603,3
CJ-ThL_V9,1
X79,2
I10,2
X70,2
MOMO10S,1
ST27i,803
YHYON_P1000,1
Gmate_6589,9
DROID_RAZR_MAXX,3
W550,1
ST27a,7
ouqi_key,4
JKL_3G,1
D170AS,21
LG-MS695,5
GO_NX,1
H9100,7
Lovme_X20,17
IT-M700-MT,1
W5500,34
KM-S220,574
KODASL_D8,2
GT-S7392,24
ChanghongC600,29
HOSIN_U5,8
NewLINK_s9100,13
KODASL_D2,3
VOTO_T6000,1
W518T,7
HOSIN_U98,13
LG-F160L/LV,2
MR94BK-561,3
N_509,2
SANXUNG_S6,2
ADR6330VW,4
EVOPad_R8000,1
NT618,1
818_TW,1
Q-82,1
Android_STB_on_Biaoqi_6A801(IPTV),1
ZUOKU_K8,4
Android_A108,5
KFAPWI,9
ZTE_930,9
ZUOKU_K6,1
ZUOKU_K7,43
WP-C500,3
PD600,1
ZUOKU_K3,9
Doind_X,1
C09S,9
EBEST_S10,30
QST-M7,4
v89_gq2008s,29
HUAWEI_U8661,115
GO_Live_S1,3
onetouch_EVO7,1
Lenovo_A278t,1542
V972_V1,4
LH801,5
C09K,10
LH803,3
LH802,16
LH805,10
E698,6
LH807,2
TELSDA-3696,3
A240,2
LEISA_A98D,1
Aqua_Style,1
MID-1034,1
AL,1
Gt-n710,1
lephone_2800,26
KFTHWI,52
lephone_2802,23
9191,1
X-medium,2
GETEK-V9,7
GETEK-V8,6
HILIVE_HI5X,2
7230,139
A18_C,6
D358,2
android-box,2
GETEK-V7,17
B186,1
MoNiKa-MA119,3
K-Touch_Win_8,1
MR28,6
HS-U978,1
MALATA_Z100A,12
TCL_J620,51
Viettel_V8406,1
HS-U970,56
UMI_X1,17
UMI_X2,113
GT-I5500B,3
P88(GT4K),178
Skate,22
M8pro,19
ThL_V11,58
A79Q,9
HP7UL_Super,1
EOOM_Q17M,1
GT-I5500L,2
AMOI_E700T,12
IDEOS_X5,10
GT-B9120,46
DOWAI_W92,1
KBE_K610I,1
F13,1
WSVGA_7.0_Tablet_-_4.3_-_API_18_-_1024x600,3
HTC_Sensation_with_Beats_Audio_Z715e,19
Atrix_4g,1
skate,1
COWON_Q7,6
S7100,3
SKK_A11,1
DW-E60,1
KFSOWI,9
X500,1
	pcba_T12,2
X505,1
GSmart_G1355,9
X506,1
X508,1
SW-ARMM8S,1
T19__10?,4
818,16
i88,14
LG-V500,313
R833T,126
Fimi-M6a,1
i-STYLE_Q2_DUO,1
PICOpad_GEA,1
BOHP_P3,7
HTC_One_with_MoDaCo.SWITCH_Beta_13,1
S710d,20
MALATA_I10,13
BOHP_P6,2
BOHP_P5,16
L:?,1
?-?8,1
ROCK_X,5
XD4S-D,47
Fly_IQ442,1
TD-B608,2
Next7D12,2
YC-100,1
U23GT_By_Markhao,1
T961,28
IP700-8G,1
S710D,41
Z993,1
Guai_shous_Y220T,1
1707,2
GT-9500,1
CloudPad_700d,1
VEGA_IM-A850K,1
NC100,3
HTC_Desire_CDMA,5
Q11_H16,4
N8971,2
M708S,2
X315e,30
Acer_E320,3
CUBE_U15GT,2
MOMO11speed,26
Ilium_S400,1
HKC_Q91,2
T-smart_D28,108
C4A01A0TW,3
M5,54
M4,15
M7,37
M6,78
M1,109
Lenovo_S880i,491
M2,230
apanda-A80T,3
e1901_v77_cxq,7
FO-1,1
M9,758
M8,41
apanda-A80S,11
HUAWEI_c8650,2
U8867Z,1
GSUN500,1
I.VOGUE_XH-V10,1
i25+,8
XH-V8A,2
OPAD_A10s,2
VIMOO_M919_KL,3
Venue_8_HSPA+,1
V920D,10
neken_nx,6
Slider_SL101,58
V920A,6
E950,29
HIMEDIA_Q12emmc,1
MIUI-laze-2.1b2.2.24_myTouch_4G_slide,1
Lenovo_S880I,1
E400,4
HTC_ThunderBoltro.cdma.home.operator.alpha=Verizon,1
P68-A,1
8730,173
NOTE8,1
My_blade,1
P68-4,1
Y358A,3
AN7G2I,1
e1109l_hl1ctp_ralsps,5
WA960,18
Lenovo_A530,53
CK8+,1
5677,9
Q300,1
IMDEN-A9200,7
bee_1,2
epade_A700,4
neken_n6,1
DW-E16,4
HTX21,6
Droid_Bionic,16
TegraNote-P1640,92
MI,26
K-Touch_T810,40
L1-Forst_3G,1
HR-TD8900,3
chagall,2
T-01D,3
PARA7_FULL,1
R815T,1797
R815W,62
Goophone_I3,1
MZ81,1
Novo7_ELF,8
ZOPO_ZP300,2
GT-I9235,1
YPY_S450,1
IUSAI_i500,11
Nexus_7_znsj.taobao.com,42
SONY-SGP310,17
Nexus_One_-_4.3_-_API_18_-_480x800,2
MOFUT-F8YL,6
IdeaTabV2010A,24
U8650,9
l8558,1
XT7,5
P7100,7
8190,872
8195,196
VIMOO_M919,7
Xoom(me),2
HT-I700,24
MS-N0Y1,1
Ginwave_GnoteM,2
G-TAB7,1
	GT7100,2
H61MLC2,1
ASK_882SP_HD,4
HUAWEI_C8826D,61
T6-T569,4
AP555,2
OCM-F13,1
iphone_X,1
i9100_AMOI_N820,1
ZP820,3
MT6517_?8,286
KN69,22
?°Ï?®™q®®:hP?>,1
N78-8G,1
T800D,1
OZZO_128B,1
UOOGOU_X5,35
U23GT-S,89
V20A,2
i-mobile_i-STYLE_7.3A,2
MID_X5,1
X810i,4
MediaPad_7_Vogue,122
MB612,1
KS308,6
Philips_T539,8
Peony,1
S588,104
iPh-3,9
GT-S6802,179
KS306,58
GT-S6800,2
ZTE_U960s3,349
ZTE_U960s2,67
Lenovo_A706_ROW,70
H6666,1
ZTE-U880F1,7
ALCATEL_ONE_TOUCH_6040D,131
BIRD_T900,23
CS868,1
Epade_S3,53
L822A,8
A9+,1
Broncho_N802,1
SHW-S350,1
P550T,1
01v21_v89_gq3008st,3
iPad_mini,1
A99,5
009Z,2
A95,4
HTC-Z710a,2
A96,53
A90,10
M-MP706I,1
Q7pro_L9(C),1
MTC_970H,4
SH831T,8
w30hd(QuadCore),48
TSC_Z6+,1
GT-I9300T,66
s4,1
GT-I9100?????®¢???????,1
MFUM8,2
me722,1
AUX_V990,2
CoolpadCoolpad7295,1
ZTE_Skate,1
T999,7
ultrafone_701HD,1
MHW_M250S,1
C6903,1554
C6902,1113
Coolpad_7020,156
C6906,7
GT-I93000,12
q®®:1/[,1
n916,7
F681-A9I,1
W17PRO(Dualcore),152
Motorola_MB855,39
Y813i,1
S850,57
MID9740,2
YAMI_Y358,9
AN7CG2,2
aigopad,68
TM-MID735,1
??°¿A108,3
UPOO_F201,5
X8M_SP2,3
NOAIN_A800,7
Zaffire_785,1
SGH-I757M,20
JX8118,11
Huawei_C8813Q,1
e1109l_jyuany2_6622_nd,1
<?_dada4.5,1
lenovo_for_A789k(H,1
Sunup_G30,1
MD701S,2
P9100,17
HTC_myTouch_3G_Slide,1
Q07-03,2
IdeaTabA1010-T,34
GT-®§?,1
CT701G,2
TCL_J900,14
K-Touch_T6,188
DOEASY-E905,13
NEO,1
HAOZO,1
ETBW11AA,1
GT-I9000B,6
p85,1
MALATA_TD60,38
Motorola-Backflip_ME600/MB300,1
CT972_Q?Cosy,34
GN800,508
MeLE_PPTV,2
DLHD,1
U910,105
S_MP99,1
ARMM7P,4
CINK_SLIM,5
PZ-IN320,1
LG-P713GO,1
S7000A+,4
NC700_∆ÏΩ¢∞Ê,1
ZTE_V5S,8
GT-S7180,1
GT-N7000-JB2,24
ARMM7A,4
HTC_Raider_4G_with_Beats_Audio,7
ARMM7D,1
samsung_GT-I9500,2
F-05E,4
F-05D,5
G40D,14
ARMM7K,35
S2350,1
M705VW,4
706-41,1
HTC_Rezound,131
SMART_TVBOX,4
WXGA_10.1_Tablet_-_4.3_-_API_18_-_1280x800,12
TOOKY_A110,4
SAMSUNG-S800,4
Z30,2
cuxu_C500A,2
TSD_A93000,1
Samsung_N9006,1
TG999,2
SGH-I997,36
HAM767ND,1
Galaxy_S2_-_4.1.1_-_API_16_-_480x800,2
BM_mobile_A6000,1
SH-04D,2
KliTON_A108XY,15
Tab-X_7.3_HD-IPS,1
SA53G,1
SH-04E,2
